product_id,product_name,price
71655415,product_71655415,63
71655416,product_71655416,39
71655417,product_71655417,50
71655418,product_71655418,75
71655419,product_71655419,47
71655420,product_71655420,90
71655421,product_71655421,7
71655422,product_71655422,130
71655423,product_71655423,136
71655424,product_71655424,95
71655425,product_71655425,14
71655426,product_71655426,25
71655427,product_71655427,22
71655428,product_71655428,4
71655429,product_71655429,58
71655430,product_71655430,16
71655431,product_71655431,20
71655432,product_71655432,122
71655433,product_71655433,7
71655434,product_71655434,70
71655435,product_71655435,23
71655436,product_71655436,69
71655437,product_71655437,61
71655438,product_71655438,12
71655439,product_71655439,100
71655440,product_71655440,147
71655441,product_71655441,19
71655442,product_71655442,118
71655443,product_71655443,78
71655444,product_71655444,76
71655445,product_71655445,69
71655446,product_71655446,9
71655447,product_71655447,21
71655448,product_71655448,7
71655449,product_71655449,118
71655450,product_71655450,13
71655451,product_71655451,87
71655452,product_71655452,50
71655453,product_71655453,10
71655454,product_71655454,110
71655455,product_71655455,37
71655456,product_71655456,114
71655457,product_71655457,55
71655458,product_71655458,7
71655459,product_71655459,98
71655460,product_71655460,119
71655461,product_71655461,40
71655462,product_71655462,31
71655463,product_71655463,32
71655464,product_71655464,94
71655465,product_71655465,5
71655466,product_71655466,43
71655467,product_71655467,149
71655468,product_71655468,112
71655469,product_71655469,28
71655470,product_71655470,74
71655471,product_71655471,15
71655472,product_71655472,48
71655473,product_71655473,1
71655474,product_71655474,22
71655475,product_71655475,2
71655476,product_71655476,61
71655477,product_71655477,15
71655478,product_71655478,44
71655479,product_71655479,18
71655480,product_71655480,67
71655481,product_71655481,76
71655482,product_71655482,111
71655483,product_71655483,135
71655484,product_71655484,103
71655485,product_71655485,30
71655486,product_71655486,95
71655487,product_71655487,94
71655488,product_71655488,126
71655489,product_71655489,102
71655490,product_71655490,114
71655491,product_71655491,109
71655492,product_71655492,128
71655493,product_71655493,87
71655494,product_71655494,117
71655495,product_71655495,135
71655496,product_71655496,141
71655497,product_71655497,142
71655498,product_71655498,71
71655499,product_71655499,80
71655500,product_71655500,112
71655501,product_71655501,91
71655502,product_71655502,42
71655503,product_71655503,50
71655504,product_71655504,84
71655505,product_71655505,140
71655506,product_71655506,119
71655507,product_71655507,40
71655508,product_71655508,94
71655509,product_71655509,134
71655510,product_71655510,118
71655511,product_71655511,70
71655512,product_71655512,113
71655513,product_71655513,74
71655514,product_71655514,15
71655515,product_71655515,23
71655516,product_71655516,98
71655517,product_71655517,59
71655518,product_71655518,129
71655519,product_71655519,8
71655520,product_71655520,116
71655521,product_71655521,45
71655522,product_71655522,141
71655523,product_71655523,48
71655524,product_71655524,77
71655525,product_71655525,8
71655526,product_71655526,51
71655527,product_71655527,10
71655528,product_71655528,139
71655529,product_71655529,1
71655530,product_71655530,26
71655531,product_71655531,111
71655532,product_71655532,21
71655533,product_71655533,46
71655534,product_71655534,33
71655535,product_71655535,103
71655536,product_71655536,128
71655537,product_71655537,64
71655538,product_71655538,17
71655539,product_71655539,135
71655540,product_71655540,32
71655541,product_71655541,21
71655542,product_71655542,122
71655543,product_71655543,136
71655544,product_71655544,134
71655545,product_71655545,134
71655546,product_71655546,74
71655547,product_71655547,34
71655548,product_71655548,72
71655549,product_71655549,99
71655550,product_71655550,51
71655551,product_71655551,69
71655552,product_71655552,106
71655553,product_71655553,89
71655554,product_71655554,40
71655555,product_71655555,48
71655556,product_71655556,139
71655557,product_71655557,25
71655558,product_71655558,21
71655559,product_71655559,30
71655560,product_71655560,104
71655561,product_71655561,1
71655562,product_71655562,81
71655563,product_71655563,148
71655564,product_71655564,30
71655565,product_71655565,150
71655566,product_71655566,111
71655567,product_71655567,71
71655568,product_71655568,55
71655569,product_71655569,55
71655570,product_71655570,71
71655571,product_71655571,60
71655572,product_71655572,46
71655573,product_71655573,62
71655574,product_71655574,104
71655575,product_71655575,58
71655576,product_71655576,143
71655577,product_71655577,61
71655578,product_71655578,25
71655579,product_71655579,109
71655580,product_71655580,117
71655581,product_71655581,120
71655582,product_71655582,31
71655583,product_71655583,147
71655584,product_71655584,31
71655585,product_71655585,89
71655586,product_71655586,52
71655587,product_71655587,8
71655588,product_71655588,98
71655589,product_71655589,24
71655590,product_71655590,94
71655591,product_71655591,30
71655592,product_71655592,20
71655593,product_71655593,49
71655594,product_71655594,44
71655595,product_71655595,117
71655596,product_71655596,149
71655597,product_71655597,83
71655598,product_71655598,138
71655599,product_71655599,95
71655600,product_71655600,11
71655601,product_71655601,137
71655602,product_71655602,147
71655603,product_71655603,15
71655604,product_71655604,4
71655605,product_71655605,42
71655606,product_71655606,94
71655607,product_71655607,138
71655608,product_71655608,138
71655609,product_71655609,54
71655610,product_71655610,5
71655611,product_71655611,9
71655612,product_71655612,135
71655613,product_71655613,13
71655614,product_71655614,70
71655615,product_71655615,28
71655616,product_71655616,118
71655617,product_71655617,25
71655618,product_71655618,133
71655619,product_71655619,99
71655620,product_71655620,15
71655621,product_71655621,2
71655622,product_71655622,93
71655623,product_71655623,81
71655624,product_71655624,117
71655625,product_71655625,129
71655626,product_71655626,26
71655627,product_71655627,77
71655628,product_71655628,120
71655629,product_71655629,44
71655630,product_71655630,94
71655631,product_71655631,64
71655632,product_71655632,76
71655633,product_71655633,95
71655634,product_71655634,140
71655635,product_71655635,10
71655636,product_71655636,76
71655637,product_71655637,83
71655638,product_71655638,149
71655639,product_71655639,116
71655640,product_71655640,140
71655641,product_71655641,56
71655642,product_71655642,138
71655643,product_71655643,104
71655644,product_71655644,91
71655645,product_71655645,150
71655646,product_71655646,8
71655647,product_71655647,60
71655648,product_71655648,89
71655649,product_71655649,127
71655650,product_71655650,104
71655651,product_71655651,126
71655652,product_71655652,91
71655653,product_71655653,68
71655654,product_71655654,110
71655655,product_71655655,40
71655656,product_71655656,140
71655657,product_71655657,62
71655658,product_71655658,139
71655659,product_71655659,72
71655660,product_71655660,148
71655661,product_71655661,72
71655662,product_71655662,115
71655663,product_71655663,118
71655664,product_71655664,106
71655665,product_71655665,69
71655666,product_71655666,112
71655667,product_71655667,112
71655668,product_71655668,7
71655669,product_71655669,132
71655670,product_71655670,5
71655671,product_71655671,48
71655672,product_71655672,126
71655673,product_71655673,55
71655674,product_71655674,63
71655675,product_71655675,14
71655676,product_71655676,14
71655677,product_71655677,110
71655678,product_71655678,84
71655679,product_71655679,20
71655680,product_71655680,133
71655681,product_71655681,35
71655682,product_71655682,99
71655683,product_71655683,131
71655684,product_71655684,126
71655685,product_71655685,43
71655686,product_71655686,29
71655687,product_71655687,16
71655688,product_71655688,88
71655689,product_71655689,146
71655690,product_71655690,100
71655691,product_71655691,68
71655692,product_71655692,63
71655693,product_71655693,117
71655694,product_71655694,105
71655695,product_71655695,46
71655696,product_71655696,78
71655697,product_71655697,51
71655698,product_71655698,74
71655699,product_71655699,146
71655700,product_71655700,84
71655701,product_71655701,89
71655702,product_71655702,128
71655703,product_71655703,110
71655704,product_71655704,7
71655705,product_71655705,40
71655706,product_71655706,124
71655707,product_71655707,113
71655708,product_71655708,33
71655709,product_71655709,51
71655710,product_71655710,77
71655711,product_71655711,140
71655712,product_71655712,104
71655713,product_71655713,53
71655714,product_71655714,43
71655715,product_71655715,129
71655716,product_71655716,129
71655717,product_71655717,29
71655718,product_71655718,66
71655719,product_71655719,109
71655720,product_71655720,90
71655721,product_71655721,14
71655722,product_71655722,149
71655723,product_71655723,148
71655724,product_71655724,61
71655725,product_71655725,142
71655726,product_71655726,62
71655727,product_71655727,22
71655728,product_71655728,33
71655729,product_71655729,93
71655730,product_71655730,130
71655731,product_71655731,37
71655732,product_71655732,122
71655733,product_71655733,65
71655734,product_71655734,16
71655735,product_71655735,106
71655736,product_71655736,23
71655737,product_71655737,131
71655738,product_71655738,56
71655739,product_71655739,107
71655740,product_71655740,138
71655741,product_71655741,66
71655742,product_71655742,74
71655743,product_71655743,39
71655744,product_71655744,39
71655745,product_71655745,146
71655746,product_71655746,109
71655747,product_71655747,94
71655748,product_71655748,79
71655749,product_71655749,118
71655750,product_71655750,138
71655751,product_71655751,34
71655752,product_71655752,118
71655753,product_71655753,24
71655754,product_71655754,76
71655755,product_71655755,144
71655756,product_71655756,49
71655757,product_71655757,72
71655758,product_71655758,44
71655759,product_71655759,24
71655760,product_71655760,23
71655761,product_71655761,44
71655762,product_71655762,121
71655763,product_71655763,116
71655764,product_71655764,126
71655765,product_71655765,143
71655766,product_71655766,134
71655767,product_71655767,125
71655768,product_71655768,62
71655769,product_71655769,26
71655770,product_71655770,125
71655771,product_71655771,72
71655772,product_71655772,125
71655773,product_71655773,109
71655774,product_71655774,26
71655775,product_71655775,127
71655776,product_71655776,93
71655777,product_71655777,140
71655778,product_71655778,61
71655779,product_71655779,1
71655780,product_71655780,45
71655781,product_71655781,95
71655782,product_71655782,109
71655783,product_71655783,129
71655784,product_71655784,47
71655785,product_71655785,136
71655786,product_71655786,132
71655787,product_71655787,96
71655788,product_71655788,58
71655789,product_71655789,149
71655790,product_71655790,31
71655791,product_71655791,103
71655792,product_71655792,60
71655793,product_71655793,101
71655794,product_71655794,25
71655795,product_71655795,2
71655796,product_71655796,131
71655797,product_71655797,47
71655798,product_71655798,27
71655799,product_71655799,122
71655800,product_71655800,10
71655801,product_71655801,92
71655802,product_71655802,6
71655803,product_71655803,132
71655804,product_71655804,65
71655805,product_71655805,75
71655806,product_71655806,135
71655807,product_71655807,24
71655808,product_71655808,73
71655809,product_71655809,105
71655810,product_71655810,63
71655811,product_71655811,33
71655812,product_71655812,13
71655813,product_71655813,40
71655814,product_71655814,72
71655815,product_71655815,104
71655816,product_71655816,28
71655817,product_71655817,65
71655818,product_71655818,107
71655819,product_71655819,60
71655820,product_71655820,107
71655821,product_71655821,4
71655822,product_71655822,100
71655823,product_71655823,75
71655824,product_71655824,140
71655825,product_71655825,139
71655826,product_71655826,31
71655827,product_71655827,28
71655828,product_71655828,122
71655829,product_71655829,37
71655830,product_71655830,1
71655831,product_71655831,130
71655832,product_71655832,1
71655833,product_71655833,137
71655834,product_71655834,46
71655835,product_71655835,120
71655836,product_71655836,57
71655837,product_71655837,78
71655838,product_71655838,115
71655839,product_71655839,141
71655840,product_71655840,62
71655841,product_71655841,61
71655842,product_71655842,23
71655843,product_71655843,55
71655844,product_71655844,28
71655845,product_71655845,25
71655846,product_71655846,138
71655847,product_71655847,86
71655848,product_71655848,129
71655849,product_71655849,86
71655850,product_71655850,97
71655851,product_71655851,6
71655852,product_71655852,90
71655853,product_71655853,49
71655854,product_71655854,146
71655855,product_71655855,10
71655856,product_71655856,104
71655857,product_71655857,55
71655858,product_71655858,100
71655859,product_71655859,22
71655860,product_71655860,2
71655861,product_71655861,119
71655862,product_71655862,27
71655863,product_71655863,115
71655864,product_71655864,141
71655865,product_71655865,102
71655866,product_71655866,130
71655867,product_71655867,27
71655868,product_71655868,84
71655869,product_71655869,61
71655870,product_71655870,70
71655871,product_71655871,38
71655872,product_71655872,122
71655873,product_71655873,64
71655874,product_71655874,23
71655875,product_71655875,82
71655876,product_71655876,144
71655877,product_71655877,32
71655878,product_71655878,124
71655879,product_71655879,47
71655880,product_71655880,81
71655881,product_71655881,71
71655882,product_71655882,78
71655883,product_71655883,33
71655884,product_71655884,44
71655885,product_71655885,124
71655886,product_71655886,105
71655887,product_71655887,134
71655888,product_71655888,39
71655889,product_71655889,43
71655890,product_71655890,101
71655891,product_71655891,120
71655892,product_71655892,18
71655893,product_71655893,94
71655894,product_71655894,30
71655895,product_71655895,115
71655896,product_71655896,138
71655897,product_71655897,49
71655898,product_71655898,128
71655899,product_71655899,124
71655900,product_71655900,90
71655901,product_71655901,7
71655902,product_71655902,137
71655903,product_71655903,65
71655904,product_71655904,38
71655905,product_71655905,88
71655906,product_71655906,99
71655907,product_71655907,122
71655908,product_71655908,102
71655909,product_71655909,55
71655910,product_71655910,147
71655911,product_71655911,56
71655912,product_71655912,10
71655913,product_71655913,131
71655914,product_71655914,32
71655915,product_71655915,87
71655916,product_71655916,56
71655917,product_71655917,139
71655918,product_71655918,131
71655919,product_71655919,144
71655920,product_71655920,105
71655921,product_71655921,149
71655922,product_71655922,105
71655923,product_71655923,104
71655924,product_71655924,119
71655925,product_71655925,60
71655926,product_71655926,19
71655927,product_71655927,62
71655928,product_71655928,31
71655929,product_71655929,106
71655930,product_71655930,26
71655931,product_71655931,11
71655932,product_71655932,124
71655933,product_71655933,148
71655934,product_71655934,101
71655935,product_71655935,20
71655936,product_71655936,107
71655937,product_71655937,4
71655938,product_71655938,16
71655939,product_71655939,136
71655940,product_71655940,7
71655941,product_71655941,43
71655942,product_71655942,39
71655943,product_71655943,30
71655944,product_71655944,105
71655945,product_71655945,57
71655946,product_71655946,149
71655947,product_71655947,27
71655948,product_71655948,71
71655949,product_71655949,30
71655950,product_71655950,78
71655951,product_71655951,73
71655952,product_71655952,84
71655953,product_71655953,61
71655954,product_71655954,113
71655955,product_71655955,121
71655956,product_71655956,37
71655957,product_71655957,28
71655958,product_71655958,42
71655959,product_71655959,135
71655960,product_71655960,30
71655961,product_71655961,47
71655962,product_71655962,20
71655963,product_71655963,123
71655964,product_71655964,52
71655965,product_71655965,84
71655966,product_71655966,28
71655967,product_71655967,116
71655968,product_71655968,85
71655969,product_71655969,25
71655970,product_71655970,143
71655971,product_71655971,16
71655972,product_71655972,68
71655973,product_71655973,66
71655974,product_71655974,30
71655975,product_71655975,113
71655976,product_71655976,3
71655977,product_71655977,102
71655978,product_71655978,10
71655979,product_71655979,57
71655980,product_71655980,39
71655981,product_71655981,73
71655982,product_71655982,92
71655983,product_71655983,50
71655984,product_71655984,107
71655985,product_71655985,134
71655986,product_71655986,89
71655987,product_71655987,15
71655988,product_71655988,56
71655989,product_71655989,82
71655990,product_71655990,119
71655991,product_71655991,101
71655992,product_71655992,85
71655993,product_71655993,54
71655994,product_71655994,1
71655995,product_71655995,59
71655996,product_71655996,29
71655997,product_71655997,145
71655998,product_71655998,145
71655999,product_71655999,150
71656000,product_71656000,142
71656001,product_71656001,146
71656002,product_71656002,86
71656003,product_71656003,83
71656004,product_71656004,4
71656005,product_71656005,90
71656006,product_71656006,129
71656007,product_71656007,20
71656008,product_71656008,57
71656009,product_71656009,12
71656010,product_71656010,49
71656011,product_71656011,51
71656012,product_71656012,50
71656013,product_71656013,130
71656014,product_71656014,47
71656015,product_71656015,18
71656016,product_71656016,2
71656017,product_71656017,131
71656018,product_71656018,65
71656019,product_71656019,33
71656020,product_71656020,48
71656021,product_71656021,117
71656022,product_71656022,104
71656023,product_71656023,61
71656024,product_71656024,18
71656025,product_71656025,71
71656026,product_71656026,123
71656027,product_71656027,3
71656028,product_71656028,56
71656029,product_71656029,129
71656030,product_71656030,19
71656031,product_71656031,52
71656032,product_71656032,99
71656033,product_71656033,88
71656034,product_71656034,11
71656035,product_71656035,17
71656036,product_71656036,18
71656037,product_71656037,33
71656038,product_71656038,6
71656039,product_71656039,141
71656040,product_71656040,113
71656041,product_71656041,102
71656042,product_71656042,97
71656043,product_71656043,108
71656044,product_71656044,25
71656045,product_71656045,130
71656046,product_71656046,68
71656047,product_71656047,79
71656048,product_71656048,50
71656049,product_71656049,29
71656050,product_71656050,91
71656051,product_71656051,114
71656052,product_71656052,30
71656053,product_71656053,24
71656054,product_71656054,95
71656055,product_71656055,16
71656056,product_71656056,5
71656057,product_71656057,62
71656058,product_71656058,61
71656059,product_71656059,137
71656060,product_71656060,46
71656061,product_71656061,53
71656062,product_71656062,144
71656063,product_71656063,108
71656064,product_71656064,114
71656065,product_71656065,147
71656066,product_71656066,11
71656067,product_71656067,25
71656068,product_71656068,7
71656069,product_71656069,107
71656070,product_71656070,63
71656071,product_71656071,122
71656072,product_71656072,53
71656073,product_71656073,63
71656074,product_71656074,6
